date,AAPL,TSLA,NVDA,GOOGL,AMZN,MSFT,NFLX
2020-10-31,99.85704827457808,99.9348694232783,99.87851907713994,100.22576340970286,99.55009756077357,100.14850099651846,99.81604479436882
2020-11-30,99.70783894430397,99.91162949634148,99.988284035655,100.8017443229152,99.59341576278575,100.24039435844784,99.67521918378573
2020-12-31,99.65944623102948,100.33166702146244,100.16042612279075,100.54235315694315,99.70592178676594,100.56338650209501,99.71088939530036
2021-01-31,99.55121617987253,100.52148562470407,99.93055959420325,101.08042067376421,99.96678014348832,100.07892407928136,99.60787415839924
2021-02-28,99.0384155255316,100.48576415413531,99.29542613647962,100.86145715755983,100.07717963216338,100.8848113401984,99.53965478744718
2021-03-31,99.68427310727836,100.70118197321531,99.0473514306382,101.00744350669659,100.67794021836771,101.09797637881219,99.93019193198613
2021-04-30,99.94968243772335,100.8170393158777,99.57544123244479,101.03440569578446,100.22048329590734,101.64272752405456,100.34511072864719
2021-05-31,99.73658345658417,101.0080174213889,99.52205775654328,101.15811707239664,100.5413250856775,101.87364604888059,100.65151975614448
2021-06-30,99.94319267694699,101.93444241122234,99.46951566380756,101.88601452288542,100.71963639775954,101.58648341396372,100.60562073926074
2021-07-31,99.8438919221876,101.88975778190112,100.18105505474976,102.34501779715215,101.37272390727377,101.5332075314875,100.40975106486694
2021-08-31,99.83905056118712,101.74551463482008,100.4705523370089,102.14129942210954,101.50996396085408,100.22246401117823,100.39645767160432
2021-09-30,100.0736572840859,102.42959669972547,100.84828325020968,101.04968036057367,101.7283388681103,100.39528583206443,100.41875620105255
2021-10-31,100.55441300671333,102.21376872879313,101.28926281545299,101.51063674131248,102.55966452859175,100.44995689653918,100.85450962010425
2021-11-30,101.27485358782474,103.03143180734196,100.9907051296226,101.91833286585934,102.98541147155946,101.04136209156044,100.82079992025498
2021-12-31,102.07826254901968,103.03392267539864,101.12734815888251,102.07355088897567,103.33236749077439,100.38629399678625,100.39872911680776
2022-01-31,102.05748166583241,103.15148417426381,101.27491693185516,101.92121004028813,103.25050539113639,100.43707889878473,100.13213928429965
2022-02-28,101.93001672273255,103.55275560287527,101.29227434996109,102.6849429699956,103.39632522093179,100.3929671197477,100.95163132262796
2022-03-31,102.05725829932004,104.1624697817468,100.91536925385587,102.0058481372848,102.77059961442188,99.94823153517333,100.64345089748304
2022-04-30,102.19688249943395,104.68197951459324,101.19447583343859,101.75747310226267,102.49494942780242,99.42010525083121,100.19735013927931
2022-05-31,101.96939994955557,104.68039386382486,100.57952424351535,101.22055603381379,102.85666834422193,99.01600137001944,100.15907913367941
2022-06-30,101.79075156274342,104.6078028802823,100.27063330777506,101.46150612402933,102.17988492644857,99.50443398314155,100.97748943526055
2022-07-31,102.22050945249515,104.84642750795258,100.01605530081572,101.34882360168305,102.30458354474091,99.99585945279621,101.10221378045074
2022-08-31,103.00496711055641,104.9926529202119,99.92765290661826,102.32480871044507,102.39743956931919,99.47923667343879,101.3097465450645
2022-09-30,102.99359328132431,104.79917197503113,100.36112765496785,102.41767121679617,102.64878209919326,99.4930262751721,100.7286664622341
2022-10-31,102.80135350321832,105.0658544606361,101.13753824590867,102.4011107041409,102.008810717296,99.77218220055678,100.18354539708687
2022-11-30,102.76564236620098,105.58860945322141,101.94760581635856,102.73079978442203,101.23062758206554,99.99070817898155,100.2660420715423
2022-12-31,102.42517492881417,105.74985500877756,102.37504637662902,102.50299560094874,101.78299338394116,99.44139367342096,100.15841835015738
2023-01-31,102.39407532978066,106.52711631841782,102.64791591570311,102.12548166037398,101.91476834177531,99.27496426011774,100.40449960923286
2023-02-28,102.65963613107245,106.79800684306196,101.73411471390467,102.43824348978299,102.17387053686792,98.76380756328537,100.02694708016442
2023-03-31,102.71039149935423,106.81766969073807,102.29794198327775,102.31488292028284,102.94725500961019,99.26438002056051,100.5491915239319
2023-04-30,103.3243332769809,106.95128741969198,103.50375619899435,102.8162149945034,103.10761167972657,100.42052292114327,101.20170290215025
2023-05-31,103.47539691024777,106.79081152841623,103.78531937863586,103.04531520834644,102.34970677086122,100.48333972874582,100.63374828005853
2023-06-30,103.76905988289037,106.42091575909038,103.97301483240906,103.1811723115838,102.30190589203556,99.66872027220539,100.82039768727562
2023-07-31,103.79121564409017,106.72090235789535,104.36234864297225,103.29658490972922,102.73599604103734,100.09171553416623,100.78711704285585
2023-08-31,104.446685586565,106.43042126058,104.76615639379281,103.3455172265595,102.63950518809392,100.82440191973583,101.47692356496212
2023-09-30,104.00176637958802,106.36022508850822,104.91235596510712,103.60712284902618,102.5955105216876,101.52961494005154,101.65697296542126
2023-10-31,103.9568760363678,106.40932803529046,104.8363749983942,103.52198111265636,102.42385221739008,101.68387241029468,102.14545671629718
2023-11-30,103.53511923238572,106.66874696031294,105.08176166157625,102.76380997600896,103.13564487999815,101.99308254694996,102.1981168317317
2023-12-31,103.97784985702529,106.96260246301952,104.56870468476356,102.88275912721774,103.75587782511582,102.11838675455742,102.4170716932051
2024-01-31,104.4328925792416,107.07590417863713,103.83566649993168,102.77104682783254,103.05993422763893,102.51007707587216,103.41257703588683
2024-02-29,104.29549039957008,106.30348196001798,104.51100443378508,102.26707449005694,103.9635494988594,102.9976040238578,104.39342850796747
2024-03-31,105.1029605651969,106.3005618483969,104.39862839695625,102.68495691382178,103.71486761522837,102.76003251247813,103.74252062020277
2024-04-30,105.06036645372214,106.04564450406764,104.7970637945109,102.60783797361839,104.67753132414477,102.59454266350285,103.99376931409839
2024-05-31,104.54234131257745,106.08481619564272,105.56321503720181,101.94719976089952,104.19168176430082,102.53398218503074,104.18498316876277
2024-06-30,104.50696919149118,106.61140626645931,106.18792070369665,102.00039688191708,104.75675527390011,102.52103746367376,103.80566954733239
2024-07-31,104.75082771723709,107.0577634778906,106.0315622165124,101.79862065935474,104.59681354337025,102.6883734255809,103.55999334063053
2024-08-31,104.73581691711011,107.24526188797421,106.26339758954745,101.16172300502146,104.61611121682199,103.25258575711386,103.72609412662084
2024-09-30,105.81176822608116,107.56063436423888,105.83564890351194,101.37761335634849,105.08835449407799,102.77651817823745,104.22570935743482
2024-10-31,106.2770695914196,106.98320935010925,105.87773043573839,101.01833147865831,104.852056170421,103.25550216206179,104.5397384132068
2024-11-30,107.13228092187637,107.15922680322467,106.42741979764348,101.40488266964223,105.07718781256298,103.25678806909602,104.44446155416121
2024-12-31,107.84019560853942,107.52736820973756,106.53031127300659,101.11017919082215,105.29936661535243,102.10972543833077,104.06969502053781
2025-01-31,107.17258181542499,107.3006076470207,105.35343128722943,101.6060599053377,105.90978093760074,102.02518307277278,103.24871906497897
2025-02-28,107.09320327869077,107.57108905245303,104.45298279387131,101.87083830920076,106.60113226867165,101.99419869443585,103.99727692479436
2025-03-31,105.96493814680939,107.49004039919225,104.19116026365569,102.00183142947725,107.52457096618717,102.31216991105437,103.84269109432482
2025-04-30,105.76784480302055,108.02771756253742,104.85678621135119,101.76559714870656,107.75031439677191,102.64875964655302,103.55736983050853
2025-05-31,106.3474103981269,108.61665712534662,105.03114786930914,102.23406262305492,108.0236058654503,102.73157770703214,103.78935006982285
2025-06-30,106.06239442149148,108.46514453995033,105.18049915244225,102.5337598716672,107.85770236940719,102.46856599184247,103.83869522462552
2025-07-31,105.8694101658795,109.21668261907678,104.69142421325199,102.46437901036656,107.60294165875435,102.96074264581397,103.9180201153706
2025-08-31,106.10149980748005,109.22119677357611,104.84254264235516,102.79766032798214,107.10027006060754,102.75605224488457,104.28916742527308
2025-09-30,106.5379821473174,110.25058132223648,103.93601621907045,102.44404403100769,107.08854102804655,102.33284829329641,104.1647949294616
