date,AAPL,TSLA,NVDA,GOOGL,AMZN,MSFT,NFLX
2021-09-30,,,,,,,
2021-10-31,0.05865724381625448,0.43652968955094784,0.23416682757289053,0.10749872826835039,0.02660241580011191,0.1762911464245176,0.1310253301438542
2021-11-30,0.10347129506008002,0.027612390270411957,0.27805374115070225,-0.04153101063183051,0.03992373451784026,-0.003105964658344007,-0.07012791354608794
2021-12-31,0.07422867513611608,-0.07685461783652314,-0.09992043089729463,0.02082136753642594,-0.04925193965332875,0.01733264769049292,-0.06147374980526554
2022-01-31,-0.015712113532691308,-0.11360926588315445,-0.16745435381319917,-0.06591900698644126,-0.10282994535650247,-0.07534490960989526,-0.2909833344399443
2022-02-28,-0.05526948163405421,-0.07076831924160898,-0.004124806011598481,-0.001821830181776729,0.02667250549061162,-0.03919866229339508,-0.07636840380203214
2022-03-31,0.05747335271317833,0.2380089424777343,0.11896657781423015,0.029694869573587468,0.061437325397394105,0.03186184276582216,-0.05051708405150568
2022-04-30,-0.09713074852528492,-0.19194515590200434,-0.3202741332551492,-0.17946680568788542,-0.23752511541588062,-0.09986701696344591,-0.491817720707974
2022-05-31,-0.055883285759594004,-0.1291974974961526,0.006739634442227915,-0.0030453205035513298,-0.032764329365191025,-0.020358893052752847,0.03719268753939886
2022-06-30,-0.08142972319269015,-0.11188775774638748,-0.18814267352185088,-0.04218456074963528,-0.11645918167865277,-0.05532055761945054,-0.11431320907617504
2022-07-31,0.18863370392042134,0.32376545451062544,0.19816610594366368,0.06751833191083212,0.27059598907824123,0.0930966008643852,0.2860982444101332
2022-08-31,-0.03255184296350988,-0.07248864209994943,-0.16896988382976386,-0.0696354883081155,-0.06061504260837347,-0.06864002279689385,-0.005958203646064919
2022-09-30,-0.12097697493957515,-0.03758934726606444,-0.19577315489598512,-0.11615228238772868,-0.10862191370197993,-0.10926683749569743,0.0531400966183575
2022-10-31,0.10955137481910282,-0.142167766258247,0.11187082955762429,-0.011918452692106674,-0.09345132743362838,-0.0033061399742378983,0.2397213727488956
2022-11-30,-0.03462892917699234,-0.14432627230377082,0.2538341853745276,0.06856417310337526,-0.05759468957438496,0.09912549002713988,0.04676579416198434
2022-12-31,-0.12227251232858205,-0.3673343605546995,-0.13644152927967845,-0.1263491434795524,-0.1298943443132381,-0.060045465234773054,-0.03485746080581276
2023-01-31,0.11052104979604382,0.4062347783731124,0.3368687559874093,0.12025388189958064,0.22773809523809518,0.033316654157284686,0.20001356483993504
2023-02-28,0.021623120105343396,0.18756494631104959,0.18830936172390866,-0.08883043302306759,-0.08629884611655181,0.00649691295750765,-0.08966823037359417
2023-03-31,0.11864866698324406,0.00850712167614609,0.196459338387319,0.1517876970908283,0.09614772365488711,0.15588164541736838,0.07248626330984398
2023-04-30,0.02898726500909632,-0.2079919020534079,-0.0010080282247904027,0.03480188952087149,0.02091199535288979,0.06576482830385011,-0.045009841380108884
2023-05-31,0.04461338991041952,0.2411295721502038,0.36343652023496364,0.14468045463014723,0.14348032242769082,0.06876912061446339,0.19792077107265182
2023-06-30,0.09433004231311704,0.283626734663855,0.11809483533329801,-0.025799625620574584,0.08110797810582193,0.0369986905813211,0.11451559851225857
2023-07-31,0.01278548229107579,0.021622034610536023,0.10465226230438285,0.1087719298245613,0.02546793494937094,-0.013566688201092414,-0.0034507026266202834
2023-08-31,-0.0436752354288622,-0.034962420072542466,0.05619636628218028,0.025994575045207968,0.032390783961699476,-0.02429149797570862,-0.012050937421691721
2023-09-30,-0.0886783414062916,-0.03045567265964033,-0.11865059264512201,-0.03899537343027082,-0.07890732555611901,-0.03664266536490113,-0.12931193506733074
2023-10-31,-0.002569943344430836,-0.197346335225002,-0.06250718407319711,-0.05181109582760213,0.04696349905601016,0.07081551860649249,0.09028072033898304
2023-11-30,0.1123148093927504,0.19537940649273056,0.14688572829818547,0.0681012250161186,0.09767826282966419,0.1206707876134987,0.15127887488158565
2023-12-31,0.01358252171624108,0.03498833722092631,0.05884113748129138,0.054025503659548724,0.040043808611130105,-0.00757435802697215,0.027238010844568228
2024-01-31,-0.042227185373707954,-0.24625724404378624,0.24241751140907075,0.0029350705132793475,0.02145583783072258,0.05728114030422282,0.15862224778179423
2024-02-29,-0.019793926247288485,0.07790058198515681,0.2858094820160253,-0.011705924339757257,0.13891752577319583,0.04039438603551493,0.06879863856340074
2024-03-31,-0.05128630705394199,-0.1292351892213196,0.14212761654363426,0.09006211180124213,0.020479746548992983,0.017116333043226017,0.0073144032375773715
2024-04-30,-0.006706321436902085,0.04260765686330292,-0.04376023728363354,0.07851321804810163,-0.029825923051336023,-0.07461019205172092,-0.09334299310095018
2024-05-31,0.12869136382316682,-0.028371890004364797,0.2688710909469687,0.0597124953925543,0.008228571428571474,0.06626769064803639,0.16522591893069882
2024-06-30,0.09555266579973987,0.11118598382749312,0.12685049209635801,0.055942028985507264,0.09527318068465207,0.07665068773637174,0.05183753623640164
2024-07-31,0.054410787199696165,0.17278148372751168,-0.052776428687065,-0.058248696129563626,-0.032445019404915953,-0.06398926054368492,-0.06894559032716918
